"","area","location","timepoint","date","measurer","waves","sun","rain","temp","st.catch","end.catch","visibility","ID","zone","sex","sex.method","roundness","length","weight","comment","roundness2","date2","meanmaxtempdate","datetomeanmax"
"2645","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",73,"2","f","r","1",40,68,"","1",2024-07-19,2022-07-02,748
"2646","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",68,"2","m","af","m",41,68,"","m",2024-07-19,2022-07-02,748
"2647","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",46,"2","f","r","2",42,68,"","2",2024-07-19,2022-07-02,748
"2648","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",21,"2","f","r","1",43,69,"","1",2024-07-19,2022-07-02,748
"2649","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",53,"2","f","r","1",44.5,69,"","1",2024-07-19,2022-07-02,748
"2650","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",35,"2","f","r","2",42,70,"","2",2024-07-19,2022-07-02,748
"2651","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",128,"3","f","r","1",47,71,"","1",2024-07-19,2022-07-02,748
"2652","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",80,"2","m","af","m",45,73,"","m",2024-07-19,2022-07-02,748
"2653","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",42,"2","f","r","1",46,73,"","1",2024-07-19,2022-07-02,748
"2654","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",105,"3","m","af","m",40,74,"","m",2024-07-19,2022-07-02,748
"2655","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",78,"2","f","r","1",43,74,"","1",2024-07-19,2022-07-02,748
"2656","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",16,"2","f","r","1",44.5,74,"","1",2024-07-19,2022-07-02,748
"2657","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",1,"1","f","r","1",46,74,"","1",2024-07-19,2022-07-02,748
"2658","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",61,"2","f","r","1",47,74,"","1",2024-07-19,2022-07-02,748
"2659","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",20,"2","f","r","1",43.5,76,"","1",2024-07-19,2022-07-02,748
"2660","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",6,"1","f","r","1",45,76,"","1",2024-07-19,2022-07-02,748
"2661","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",66,"2","f","r","1",45,76,"","1",2024-07-19,2022-07-02,748
"2662","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",9,"1","f","r","1",46,76,"","1",2024-07-19,2022-07-02,748
"2663","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",104,"3","f","r","1",46,76,"","1",2024-07-19,2022-07-02,748
"2664","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",13,"2","f","r","1",47,76,"","1",2024-07-19,2022-07-02,748
"2665","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",101,"3","f","r","1",45,77,"","1",2024-07-19,2022-07-02,748
"2666","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",11,"2","f","r","1",45,78,"","1",2024-07-19,2022-07-02,748
"2667","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",88,"2","f","r","1",42,79,"","1",2024-07-19,2022-07-02,748
"2668","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",107,"3","f","r","1",46,79,"","1",2024-07-19,2022-07-02,748
"2669","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",48,"2","f","r","1",44,80,"","1",2024-07-19,2022-07-02,748
"2670","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",36,"2","f","r","1",46,81,"","1",2024-07-19,2022-07-02,748
"2671","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",50,"2","f","r","1",45,83,"","1",2024-07-19,2022-07-02,748
"2672","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",77,"2","f","r","2",45,83,"","2",2024-07-19,2022-07-02,748
"2673","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",98,"3","f","r","1",45,83,"","1",2024-07-19,2022-07-02,748
"2674","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",5,"1","f","r","1",47,84,"","1",2024-07-19,2022-07-02,748
"2675","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",55,"2","m","af","m",47,84,"","m",2024-07-19,2022-07-02,748
"2676","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",3,"1","f","r","1",48.5,84,"","1",2024-07-19,2022-07-02,748
"2677","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",124,"3","f","r","1",47,85,"","1",2024-07-19,2022-07-02,748
"2678","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",39,"2","f","r","1",48,85,"","1",2024-07-19,2022-07-02,748
"2679","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",37,"2","f","r","1",42,86,"","1",2024-07-19,2022-07-02,748
"2680","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",63,"2","f","r","1",48,86,"","1",2024-07-19,2022-07-02,748
"2681","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",91,"2","f","r","1",48,86,"","1",2024-07-19,2022-07-02,748
"2682","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",12,"2","m","af","m",50,86,"","m",2024-07-19,2022-07-02,748
"2683","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",86,"2","f","r","1",46,87,"","1",2024-07-19,2022-07-02,748
"2684","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",60,"2","f","r","1",47,87,"","1",2024-07-19,2022-07-02,748
"2685","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",18,"2","f","r","1",44,88,"","1",2024-07-19,2022-07-02,748
"2686","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",102,"3","f","r","1",44,88,"","1",2024-07-19,2022-07-02,748
"2687","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",103,"3","f","r","2",45,88,"","2",2024-07-19,2022-07-02,748
"2688","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",95,"2","f","r","1",47,88,"","1",2024-07-19,2022-07-02,748
"2689","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",8,"1","f","r","1",50,88,"","1",2024-07-19,2022-07-02,748
"2690","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",34,"2","f","r","1",47,90,"","1",2024-07-19,2022-07-02,748
"2691","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",65,"2","f","r","1",48,90,"","1",2024-07-19,2022-07-02,748
"2692","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",122,"3","f","r","1",48,90,"","1",2024-07-19,2022-07-02,748
"2693","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",100,"3","f","r","1",44,91,"","1",2024-07-19,2022-07-02,748
"2694","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",51,"2","f","r","1",47,91,"","1",2024-07-19,2022-07-02,748
"2695","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",10,"2","f","r","1",50,91,"","1",2024-07-19,2022-07-02,748
"2696","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",64,"2","f","r","1",47,93,"","1",2024-07-19,2022-07-02,748
"2697","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",59,"2","f","r","1",47,94,"","1",2024-07-19,2022-07-02,748
"2698","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",15,"2","f","r","1",48,96,"","1",2024-07-19,2022-07-02,748
"2699","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",58,"2","f","r","1",48,96,"","1",2024-07-19,2022-07-02,748
"2700","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",7,"1","f","r","1",49,96,"","1",2024-07-19,2022-07-02,748
"2701","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",93,"2","f","r","3",43.5,97,"white belly","3",2024-07-19,2022-07-02,748
"2702","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",47,"2","f","r","1",46,98,"","1",2024-07-19,2022-07-02,748
"2703","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",14,"2","f","r","1",48,98,"","1",2024-07-19,2022-07-02,748
"2704","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",33,"2","f","r","1",50,101,"","1",2024-07-19,2022-07-02,748
"2705","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",29,"2","m","af","m",48,102,"","m",2024-07-19,2022-07-02,748
"2706","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",67,"2","f","r","1",47,103,"","1",2024-07-19,2022-07-02,748
"2707","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",92,"2","m","af","m",52,104,"","m",2024-07-19,2022-07-02,748
"2708","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",123,"3","f","r","2",48,105,"","2",2024-07-19,2022-07-02,748
"2709","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",72,"2","f","r","1",48,106,"","1",2024-07-19,2022-07-02,748
"2710","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",126,"3","f","r","1",50.5,106,"","1",2024-07-19,2022-07-02,748
"2711","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",99,"3","f","r","1",50,108,"","1",2024-07-19,2022-07-02,748
"2712","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",32,"2","f","r","1",47,109,"","1",2024-07-19,2022-07-02,748
"2713","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",56,"2","f","r","1",47,109,"","1",2024-07-19,2022-07-02,748
"2714","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",90,"2","f","r","1",48,111,"","1",2024-07-19,2022-07-02,748
"2715","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",83,"2","f","r","2",46,112,"","2",2024-07-19,2022-07-02,748
"2716","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",57,"2","f","r","1",48,112,"","1",2024-07-19,2022-07-02,748
"2717","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",19,"2","f","r","1",50,112,"","1",2024-07-19,2022-07-02,748
"2718","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",97,"3","m","af","m",48,114,"","m",2024-07-19,2022-07-02,748
"2719","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",45,"2","f","r","1",50,116,"","1",2024-07-19,2022-07-02,748
"2720","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",31,"2","f","r","1",49,119,"","1",2024-07-19,2022-07-02,748
"2721","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",17,"2","f","r","1",52,119,"","1",2024-07-19,2022-07-02,748
"2722","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",89,"2","f","r","1",31,122,"","1",2024-07-19,2022-07-02,748
"2723","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",82,"2","f","r","3",50,129,"","3",2024-07-19,2022-07-02,748
"2724","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",84,"2","f","r","3",51,129,"","3",2024-07-19,2022-07-02,748
"2725","Austevoll","Ternholmen","3","19.07.2022","CA",0,"Y","N",15.3,"10:35","11:45","good",79,"2","m","af","m",55,149,"","m",2024-07-19,2022-07-02,748
"2726","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",51,"2","m","af","m",34.5,29,"","m",2024-05-12,2022-07-02,680
"2727","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",12,"1","m","af","m",35.5,33,"","m",2024-05-12,2022-07-02,680
"2728","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",13,"1","m","af","m",36,33,"","m",2024-05-12,2022-07-02,680
"2729","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",52,"3","m","af","m",36.5,35,"","m",2024-05-12,2022-07-02,680
"2730","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",38,"1","f","r","1",36.5,36,"","1",2024-05-12,2022-07-02,680
"2731","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",85,"2","f","r","1",36.5,36,"","1",2024-05-12,2022-07-02,680
"2732","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",1,"1","m","af","m",36.5,37,"","m",2024-05-12,2022-07-02,680
"2733","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",50,"2","m","af","m",37,37,"","m",2024-05-12,2022-07-02,680
"2734","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",100,"2","f","r","1",37,38,"","1",2024-05-12,2022-07-02,680
"2735","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",64,"3","f","r","2",35,41,"","2",2024-05-12,2022-07-02,680
"2736","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",7,"1","m","af","m",38,42,"","m",2024-05-12,2022-07-02,680
"2737","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",11,"1","m","af","m",38,42,"","m",2024-05-12,2022-07-02,680
"2738","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",49,"2","m","af","m",38.5,43,"","m",2024-05-12,2022-07-02,680
"2739","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",91,"2","f","r","1",39.5,44,"","1",2024-05-12,2022-07-02,680
"2740","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",32,"1","f","r","1",40,45,"","1",2024-05-12,2022-07-02,680
"2741","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",28,"1","f","r","1",39.5,46,"","1",2024-05-12,2022-07-02,680
"2742","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",53,"3","m","af","m",40,47,"","m",2024-05-12,2022-07-02,680
"2743","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",54,"3","m","af","m",40,47,"","m",2024-05-12,2022-07-02,680
"2744","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",25,"1","f","r","2",39,48,"","2",2024-05-12,2022-07-02,680
"2745","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",65,"3","f","r","1",39,48,"","1",2024-05-12,2022-07-02,680
"2746","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",101,"2","f","r","1",39,48,"","1",2024-05-12,2022-07-02,680
"2747","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",95,"2","f","r","1",40.5,48,"","1",2024-05-12,2022-07-02,680
"2748","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",48,"2","m","af","m",40.5,50,"","m",2024-05-12,2022-07-02,680
"2749","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",59,"3","m","af","m",42,50,"","m",2024-05-12,2022-07-02,680
"2750","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",61,"3","m","af","m",41,52,"","m",2024-05-12,2022-07-02,680
"2751","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",35,"1","f","r","1",41.5,52,"","1",2024-05-12,2022-07-02,680
"2752","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",70,"3","f","r","2",38,53,"","2",2024-05-12,2022-07-02,680
"2753","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",80,"2","f","r","1",41.5,53,"","1",2024-05-12,2022-07-02,680
"2754","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",96,"2","f","r","2",39.5,54,"","2",2024-05-12,2022-07-02,680
"2755","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",57,"3","m","af","m",40,54,"","m",2024-05-12,2022-07-02,680
"2756","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",9,"1","m","af","m",41,54,"","m",2024-05-12,2022-07-02,680
"2757","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",26,"1","f","r","1",41.5,55,"","1",2024-05-12,2022-07-02,680
"2758","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",6,"1","m","af","m",40.5,56,"","m",2024-05-12,2022-07-02,680
"2759","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",72,"3","f","r","1",40.5,56,"","1",2024-05-12,2022-07-02,680
"2760","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",103,"2","f","r","1",41,57,"","1",2024-05-12,2022-07-02,680
"2761","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",16,"1","f","r","1",42.5,57,"","1",2024-05-12,2022-07-02,680
"2762","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",29,"1","f","r","1",43,57,"","1",2024-05-12,2022-07-02,680
"2763","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",99,"2","f","r","1",43.5,57,"","1",2024-05-12,2022-07-02,680
"2764","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",60,"3","m","af","m",40,58,"","m",2024-05-12,2022-07-02,680
"2765","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",22,"1","f","r","1",42,58,"","1",2024-05-12,2022-07-02,680
"2766","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",55,"3","m","af","m",42,58,"","m",2024-05-12,2022-07-02,680
"2767","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",20,"1","f","r","1",43,58,"","1",2024-05-12,2022-07-02,680
"2768","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",8,"1","m","af","m",41.5,59,"","m",2024-05-12,2022-07-02,680
"2769","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",31,"1","f","r","1",41.5,59,"","1",2024-05-12,2022-07-02,680
"2770","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",33,"1","f","r","1",42,59,"","1",2024-05-12,2022-07-02,680
"2771","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",45,"2","m","af","m",42,59,"","m",2024-05-12,2022-07-02,680
"2772","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",4,"1","m","af","m",42.5,59,"","m",2024-05-12,2022-07-02,680
"2773","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",86,"2","f","r","1",42.5,59,"","1",2024-05-12,2022-07-02,680
"2774","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",74,"3","f","r","2",43,59,"","2",2024-05-12,2022-07-02,680
"2775","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",75,"3","f","r","1",40,60,"","1",2024-05-12,2022-07-02,680
"2776","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",83,"2","m","af","m",41,60,"","m",2024-05-12,2022-07-02,680
"2777","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",17,"1","f","r","1",42,60,"","1",2024-05-12,2022-07-02,680
"2778","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",84,"2","f","r","1",42,60,"","1",2024-05-12,2022-07-02,680
"2779","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",24,"1","f","r","2",41.5,61,"","2",2024-05-12,2022-07-02,680
"2780","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",73,"3","f","r","1",43,61,"","1",2024-05-12,2022-07-02,680
"2781","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",14,"1","f","r","1",44,61,"","1",2024-05-12,2022-07-02,680
"2782","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",78,"3","f","r","2",41.5,62,"","2",2024-05-12,2022-07-02,680
"2783","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",76,"3","f","r","1",42,62,"","1",2024-05-12,2022-07-02,680
"2784","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",77,"3","f","r","1",43,62,"","1",2024-05-12,2022-07-02,680
"2785","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",21,"1","f","r","2",41,63,"","2",2024-05-12,2022-07-02,680
"2786","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",62,"3","f","r","2",42,64,"","2",2024-05-12,2022-07-02,680
"2787","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",5,"1","m","af","m",43,65,"","m",2024-05-12,2022-07-02,680
"2788","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",39,"1","f","r","2",43,65,"","2",2024-05-12,2022-07-02,680
"2789","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",36,"1","f","r","1",43.5,65,"","1",2024-05-12,2022-07-02,680
"2790","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",15,"1","f","r","3",42.5,67,"","3",2024-05-12,2022-07-02,680
"2791","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",56,"3","m","af","m",43,67,"","m",2024-05-12,2022-07-02,680
"2792","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",34,"1","f","r","2",43.5,67,"","2",2024-05-12,2022-07-02,680
"2793","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",58,"3","m","af","m",44,67,"","m",2024-05-12,2022-07-02,680
"2794","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",89,"2","f","r","2",43,68,"","2",2024-05-12,2022-07-02,680
"2795","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",81,"2","f","r","2",43.5,68,"","2",2024-05-12,2022-07-02,680
"2796","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",40,"1","f","r","1",43.5,69,"","1",2024-05-12,2022-07-02,680
"2797","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",3,"1","m","af","m",46,69,"","m",2024-05-12,2022-07-02,680
"2798","Austevoll","Tipatiskaeret","1","12.05.2022","IM",NA,"N","Y",8.1,"11:00","11:30","",10,"1","m","af","m",44.5,70,"","m",2024-05-12,2022-07-02,680
"2799","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",88,"2","f","r","2",42,72,"","2",2024-05-12,2022-07-02,680
"2800","Austevoll","Tipatiskaeret","1","12.05.2022","CA",NA,"N","Y",8.1,"11:00","11:30","",87,"2","f","r","2",44.5,74,"","2",2024-05-12,2022-07-02,680
