"","Year","Mo","Da","T0m","T2m","T4m","datetime","datemonth","Area","sl_av_7d"
"9890","2013",10,2,13.09,13.58,13.73,2013-10-02,1900-10-02,"Arendal",NA
"9891","2013",10,3,13.03,13.51,13.67,2013-10-03,1900-10-03,"Arendal",NA
"9892","2013",10,4,12.87,13.4,13.73,2013-10-04,1900-10-04,"Arendal",NA
"9893","2013",10,5,13.23,13.71,13.64,2013-10-05,1900-10-05,"Arendal",NA
"9894","2013",10,6,14.03,14.44,14.71,2013-10-06,1900-10-06,"Arendal",NA
"9895","2013",10,7,15.27,15.57,15.66,2013-10-07,1900-10-07,"Arendal",NA
"9896","2013",10,8,15.06,15.17,15.04,2013-10-08,1900-10-08,"Arendal",NA
"9897","2013",10,9,14.58,14.81,14.81,2013-10-09,1900-10-09,"Arendal",NA
"9898","2013",10,10,14.5,14.53,14.53,2013-10-10,1900-10-10,"Arendal",NA
"9899","2013",10,11,13.85,13.95,14.01,2013-10-11,1900-10-11,"Arendal",NA
"9900","2013",10,12,13.88,13.91,13.92,2013-10-12,1900-10-12,"Arendal",NA
"9901","2013",10,13,13.72,13.72,13.72,2013-10-13,1900-10-13,"Arendal",NA
"9902","2013",10,14,13.46,13.52,13.52,2013-10-14,1900-10-14,"Arendal",NA
"9903","2013",10,15,13,13.32,13.36,2013-10-15,1900-10-15,"Arendal",NA
"9904","2013",10,16,12.73,12.85,12.92,2013-10-16,1900-10-16,"Arendal",NA
"9905","2013",10,17,12.36,12.58,12.64,2013-10-17,1900-10-17,"Arendal",NA
"9906","2013",10,18,11.17,11.51,11.54,2013-10-18,1900-10-18,"Arendal",NA
"9907","2013",10,19,11.24,11.55,11.77,2013-10-19,1900-10-19,"Arendal",NA
"9908","2013",10,20,11.23,11.24,11.24,2013-10-20,1900-10-20,"Arendal",NA
"9909","2013",10,21,10.95,10.96,10.97,2013-10-21,1900-10-21,"Arendal",NA
"9910","2013",10,22,10.62,10.57,10.67,2013-10-22,1900-10-22,"Arendal",NA
"9911","2013",10,23,11.29,11.35,11.67,2013-10-23,1900-10-23,"Arendal",NA
"9912","2013",10,24,11.38,11.55,11.74,2013-10-24,1900-10-24,"Arendal",NA
"9913","2013",10,25,11.62,11.93,12.5,2013-10-25,1900-10-25,"Arendal",NA
"9914","2013",10,26,12.06,11.77,12.45,2013-10-26,1900-10-26,"Arendal",NA
"9915","2013",10,27,12.95,13.05,13.11,2013-10-27,1900-10-27,"Arendal",NA
"9916","2013",10,28,12.44,12.49,12.55,2013-10-28,1900-10-28,"Arendal",NA
"9917","2013",10,29,12.01,12.25,12.37,2013-10-29,1900-10-29,"Arendal",NA
"9918","2013",10,30,11.41,11.79,11.98,2013-10-30,1900-10-30,"Arendal",NA
"9919","2013",10,31,11.79,12.01,12.11,2013-10-31,1900-10-31,"Arendal",NA
"9920","2013",11,1,11.78,11.96,12.05,2013-11-01,1900-11-01,"Arendal",NA
"9921","2013",11,2,11.38,11.81,11.94,2013-11-02,1900-11-02,"Arendal",NA
"9922","2013",11,3,11.22,11.42,11.6,2013-11-03,1900-11-03,"Arendal",NA
"9923","2013",11,4,10.8,11.41,11.95,2013-11-04,1900-11-04,"Arendal",NA
"9924","2013",11,5,10.86,11.3,11.42,2013-11-05,1900-11-05,"Arendal",NA
"9925","2013",11,6,10.51,11.11,11.31,2013-11-06,1900-11-06,"Arendal",NA
"9926","2013",11,7,10.53,10.86,10.95,2013-11-07,1900-11-07,"Arendal",NA
"9927","2013",11,8,10.89,11.03,11.46,2013-11-08,1900-11-08,"Arendal",NA
"9928","2013",11,9,10.62,10.84,10.95,2013-11-09,1900-11-09,"Arendal",NA
"9929","2013",11,10,10.47,10.85,10.9,2013-11-10,1900-11-10,"Arendal",NA
"9930","2013",11,11,10.06,10.34,10.55,2013-11-11,1900-11-11,"Arendal",NA
"9931","2013",11,12,11.06,11.6,12.14,2013-11-12,1900-11-12,"Arendal",NA
"9932","2013",11,13,12,12.15,12.39,2013-11-13,1900-11-13,"Arendal",NA
"9933","2013",11,14,11.75,11.93,12.05,2013-11-14,1900-11-14,"Arendal",NA
"9934","2013",11,15,11.22,11.55,11.73,2013-11-15,1900-11-15,"Arendal",NA
"9935","2013",11,16,12,12.16,12.16,2013-11-16,1900-11-16,"Arendal",NA
"9936","2013",11,17,11.88,12.13,12.13,2013-11-17,1900-11-17,"Arendal",NA
"9937","2013",11,18,11.79,11.96,11.98,2013-11-18,1900-11-18,"Arendal",NA
"9938","2013",11,19,11.39,11.81,11.88,2013-11-19,1900-11-19,"Arendal",NA
"9939","2013",11,20,10.9,11.38,11.5,2013-11-20,1900-11-20,"Arendal",NA
"9940","2013",11,21,10.92,11.02,11.04,2013-11-21,1900-11-21,"Arendal",NA
"9941","2013",11,22,10.38,10.94,10.96,2013-11-22,1900-11-22,"Arendal",NA
"9942","2013",11,23,10.37,10.81,10.88,2013-11-23,1900-11-23,"Arendal",NA
"9943","2013",11,24,10.63,10.72,10.74,2013-11-24,1900-11-24,"Arendal",NA
"9944","2013",11,25,10.14,10.46,10.63,2013-11-25,1900-11-25,"Arendal",NA
"9945","2013",11,26,9.96,10.25,10.44,2013-11-26,1900-11-26,"Arendal",NA
"9946","2013",11,27,9.54,9.59,9.6,2013-11-27,1900-11-27,"Arendal",NA
"9947","2013",11,28,9.05,9.21,9.31,2013-11-28,1900-11-28,"Arendal",NA
"9948","2013",11,29,8.87,9.06,9.06,2013-11-29,1900-11-29,"Arendal",NA
"9949","2013",11,30,8.62,8.89,8.94,2013-11-30,1900-11-30,"Arendal",NA
"9950","2013",12,1,9.22,9.61,9.64,2013-12-01,1900-12-01,"Arendal",NA
"9951","2013",12,2,9.21,9.34,9.36,2013-12-02,1900-12-02,"Arendal",NA
"9952","2013",12,3,10.06,10.49,10.55,2013-12-03,1900-12-03,"Arendal",NA
"9953","2013",12,4,10.46,10.6,10.67,2013-12-04,1900-12-04,"Arendal",NA
"9954","2013",12,5,10.18,10.21,10.22,2013-12-05,1900-12-05,"Arendal",NA
"9955","2013",12,6,9.59,9.6,9.6,2013-12-06,1900-12-06,"Arendal",NA
"9956","2013",12,7,9.11,9.27,9.3,2013-12-07,1900-12-07,"Arendal",NA
"9957","2013",12,8,8.48,8.95,9.01,2013-12-08,1900-12-08,"Arendal",NA
"9958","2013",12,9,8.31,8.56,8.63,2013-12-09,1900-12-09,"Arendal",NA
"9959","2013",12,10,8.6,8.86,8.86,2013-12-10,1900-12-10,"Arendal",NA
"9960","2013",12,11,8.7,8.83,8.83,2013-12-11,1900-12-11,"Arendal",NA
"9961","2013",12,12,8.67,8.83,8.85,2013-12-12,1900-12-12,"Arendal",NA
"9962","2013",12,13,8.67,8.81,8.82,2013-12-13,1900-12-13,"Arendal",NA
"9963","2013",12,14,8.61,8.77,8.76,2013-12-14,1900-12-14,"Arendal",NA
"9964","2013",12,15,8.58,8.66,8.65,2013-12-15,1900-12-15,"Arendal",NA
"9965","2013",12,16,8.93,8.95,8.98,2013-12-16,1900-12-16,"Arendal",NA
"9966","2013",12,17,8.53,8.72,8.7,2013-12-17,1900-12-17,"Arendal",NA
"9967","2013",12,18,8.35,8.59,8.62,2013-12-18,1900-12-18,"Arendal",NA
"9968","2013",12,19,8.26,8.44,8.47,2013-12-19,1900-12-19,"Arendal",NA
"9969","2013",12,20,8.44,8.6,8.62,2013-12-20,1900-12-20,"Arendal",NA
"9970","2013",12,21,8.53,8.55,8.56,2013-12-21,1900-12-21,"Arendal",NA
"9971","2013",12,22,8.34,8.46,8.47,2013-12-22,1900-12-22,"Arendal",NA
"9972","2013",12,23,8.18,8.3,8.31,2013-12-23,1900-12-23,"Arendal",NA
"9973","2013",12,24,8.13,8.17,8.19,2013-12-24,1900-12-24,"Arendal",NA
"9974","2013",12,25,8.01,8.11,8.11,2013-12-25,1900-12-25,"Arendal",NA
"9975","2013",12,26,7.82,7.96,7.97,2013-12-26,1900-12-26,"Arendal",NA
"9976","2013",12,27,7.54,7.62,7.63,2013-12-27,1900-12-27,"Arendal",NA
"9977","2013",12,28,7.78,7.91,7.96,2013-12-28,1900-12-28,"Arendal",NA
"9978","2013",12,29,7.75,7.92,8.03,2013-12-29,1900-12-29,"Arendal",NA
"9979","2013",12,30,7.58,7.72,7.8,2013-12-30,1900-12-30,"Arendal",NA
"9980","2013",12,31,7.6,7.76,7.79,2013-12-31,1900-12-31,"Arendal",NA
"9981","2014",1,1,7.39,7.64,7.87,2014-01-01,1900-01-01,"Arendal",NA
"9982","2014",1,2,7.21,7.44,7.6,2014-01-02,1900-01-02,"Arendal",NA
"9983","2014",1,3,7.34,7.47,7.45,2014-01-03,1900-01-03,"Arendal",NA
"9984","2014",1,4,7.1,7.1,7.07,2014-01-04,1900-01-04,"Arendal",NA
"9985","2014",1,5,6.49,7.01,6.97,2014-01-05,1900-01-05,"Arendal",NA
"9986","2014",1,6,6.52,6.72,6.79,2014-01-06,1900-01-06,"Arendal",NA
"9987","2014",1,7,6.75,6.84,6.84,2014-01-07,1900-01-07,"Arendal",NA
"9988","2014",1,8,6.73,6.8,6.82,2014-01-08,1900-01-08,"Arendal",NA
"9989","2014",1,9,6.42,6.64,6.68,2014-01-09,1900-01-09,"Arendal",NA
"9990","2014",1,10,6.03,6.22,6.23,2014-01-10,1900-01-10,"Arendal",NA
"9991","2014",1,11,6.18,6.4,6.44,2014-01-11,1900-01-11,"Arendal",NA
"9992","2014",1,12,5.79,5.99,6.02,2014-01-12,1900-01-12,"Arendal",NA
"9993","2014",1,13,5.22,5.24,5.28,2014-01-13,1900-01-13,"Arendal",NA
"9994","2014",1,14,4.79,4.79,4.79,2014-01-14,1900-01-14,"Arendal",NA
"9995","2014",1,15,4.44,4.44,4.45,2014-01-15,1900-01-15,"Arendal",NA
"9996","2014",1,16,4.44,4.44,4.44,2014-01-16,1900-01-16,"Arendal",NA
"9997","2014",1,17,4.34,4.35,4.35,2014-01-17,1900-01-17,"Arendal",NA
"9998","2014",1,18,3.98,3.99,3.99,2014-01-18,1900-01-18,"Arendal",NA
"9999","2014",1,19,3.93,3.93,3.93,2014-01-19,1900-01-19,"Arendal",NA
"10000","2014",1,20,4.01,4.01,4.02,2014-01-20,1900-01-20,"Arendal",NA
"10001","2014",1,21,3.77,3.77,3.78,2014-01-21,1900-01-21,"Arendal",NA
"10002","2014",1,22,3.58,3.58,3.59,2014-01-22,1900-01-22,"Arendal",NA
"10003","2014",1,23,3.36,3.38,3.46,2014-01-23,1900-01-23,"Arendal",NA
"10004","2014",1,24,3.19,3.34,3.39,2014-01-24,1900-01-24,"Arendal",NA
"10005","2014",1,25,3.28,3.51,3.65,2014-01-25,1900-01-25,"Arendal",NA
"10006","2014",1,26,3.12,3.27,3.29,2014-01-26,1900-01-26,"Arendal",NA
"10007","2014",1,27,2.92,2.93,2.93,2014-01-27,1900-01-27,"Arendal",NA
"10008","2014",1,28,2.99,2.99,2.99,2014-01-28,1900-01-28,"Arendal",NA
"10009","2014",1,29,2.91,2.91,2.92,2014-01-29,1900-01-29,"Arendal",NA
"10010","2014",1,30,2.87,2.87,2.87,2014-01-30,1900-01-30,"Arendal",NA
"10011","2014",1,31,2.72,2.73,2.73,2014-01-31,1900-01-31,"Arendal",NA
"10012","2014",2,1,2.87,2.92,2.93,2014-02-01,1900-02-01,"Arendal",NA
"10013","2014",2,2,3.06,3.14,3.17,2014-02-02,1900-02-02,"Arendal",NA
"10014","2014",2,3,3.16,3.22,3.66,2014-02-03,1900-02-03,"Arendal",NA
"10015","2014",2,4,3.35,3.4,3.43,2014-02-04,1900-02-04,"Arendal",NA
"10016","2014",2,5,3.03,3.05,3.07,2014-02-05,1900-02-05,"Arendal",NA
"10017","2014",2,6,2.86,2.85,2.86,2014-02-06,1900-02-06,"Arendal",NA
"10018","2014",2,7,2.71,2.66,2.69,2014-02-07,1900-02-07,"Arendal",NA
"10019","2014",2,8,2.68,2.58,2.6,2014-02-08,1900-02-08,"Arendal",NA
"10020","2014",2,9,2.8,2.68,2.74,2014-02-09,1900-02-09,"Arendal",NA
"10021","2014",2,10,2.91,2.86,3,2014-02-10,1900-02-10,"Arendal",NA
"10022","2014",2,11,2.92,3.07,3.19,2014-02-11,1900-02-11,"Arendal",NA
"10023","2014",2,12,2.57,2.5,2.46,2014-02-12,1900-02-12,"Arendal",NA
"10024","2014",2,13,2.86,2.89,3.06,2014-02-13,1900-02-13,"Arendal",NA
"10025","2014",2,14,3.4,3.21,3.24,2014-02-14,1900-02-14,"Arendal",NA
"10026","2014",2,15,3.37,3.31,3.44,2014-02-15,1900-02-15,"Arendal",NA
"10027","2014",2,16,3.74,3.68,3.95,2014-02-16,1900-02-16,"Arendal",NA
"10028","2014",2,17,3.47,3.59,3.62,2014-02-17,1900-02-17,"Arendal",NA
"10029","2014",2,18,3.22,3.17,3.2,2014-02-18,1900-02-18,"Arendal",NA
"10030","2014",2,19,2.49,2.64,2.65,2014-02-19,1900-02-19,"Arendal",NA
"10031","2014",2,20,2.32,2.45,2.5,2014-02-20,1900-02-20,"Arendal",NA
"10032","2014",2,21,2.35,2.41,2.43,2014-02-21,1900-02-21,"Arendal",NA
"10033","2014",2,22,2.74,2.67,2.82,2014-02-22,1900-02-22,"Arendal",NA
"10034","2014",2,23,4.15,4.2,4.28,2014-02-23,1900-02-23,"Arendal",NA
"10035","2014",2,24,4.53,4.51,4.51,2014-02-24,1900-02-24,"Arendal",NA
"10036","2014",2,25,3.78,3.69,3.77,2014-02-25,1900-02-25,"Arendal",NA
"10037","2014",2,26,3.49,3.62,3.69,2014-02-26,1900-02-26,"Arendal",NA
"10038","2014",2,27,3.6,3.59,3.61,2014-02-27,1900-02-27,"Arendal",NA
"10039","2014",2,28,3.48,3.63,3.65,2014-02-28,1900-02-28,"Arendal",NA
"10040","2014",3,1,3.17,3.51,3.66,2014-03-01,1900-03-01,"Arendal",NA
"10041","2014",3,2,3.37,3.37,3.41,2014-03-02,1900-03-02,"Arendal",NA
"10042","2014",3,3,3.29,3.37,3.41,2014-03-03,1900-03-03,"Arendal",NA
"10043","2014",3,4,3.19,3.22,3.23,2014-03-04,1900-03-04,"Arendal",NA
"10044","2014",3,5,3.09,3.14,3.15,2014-03-05,1900-03-05,"Arendal",NA
"10045","2014",3,6,3.36,3.32,3.47,2014-03-06,1900-03-06,"Arendal",NA
"10046","2014",3,7,4.19,4.28,4.32,2014-03-07,1900-03-07,"Arendal",NA
"10047","2014",3,8,4.49,4.52,4.74,2014-03-08,1900-03-08,"Arendal",NA
"10048","2014",3,9,4.82,4.87,4.87,2014-03-09,1900-03-09,"Arendal",NA
"10049","2014",3,10,4.75,4.71,4.75,2014-03-10,1900-03-10,"Arendal",NA
"10050","2014",3,11,4.43,4.38,4.44,2014-03-11,1900-03-11,"Arendal",NA
"10051","2014",3,12,4.42,4.42,4.44,2014-03-12,1900-03-12,"Arendal",NA
"10052","2014",3,13,4.41,4.45,4.46,2014-03-13,1900-03-13,"Arendal",NA
"10053","2014",3,14,4.25,4.26,4.29,2014-03-14,1900-03-14,"Arendal",NA
"10054","2014",3,15,4.56,4.56,4.56,2014-03-15,1900-03-15,"Arendal",NA
"10055","2014",3,16,4.59,4.59,4.59,2014-03-16,1900-03-16,"Arendal",NA
"10056","2014",3,17,4.54,4.53,4.55,2014-03-17,1900-03-17,"Arendal",NA
"10057","2014",3,18,4.52,4.48,4.51,2014-03-18,1900-03-18,"Arendal",NA
"10058","2014",3,19,4.67,4.65,4.68,2014-03-19,1900-03-19,"Arendal",NA
"10059","2014",3,20,4.96,4.94,4.97,2014-03-20,1900-03-20,"Arendal",NA
"10060","2014",3,21,5.18,5.25,5.29,2014-03-21,1900-03-21,"Arendal",NA
"10061","2014",3,22,5.26,5.3,5.36,2014-03-22,1900-03-22,"Arendal",NA
"10062","2014",3,23,5.13,5.21,5.21,2014-03-23,1900-03-23,"Arendal",NA
"10063","2014",3,24,5.05,5.18,5.16,2014-03-24,1900-03-24,"Arendal",NA
"10064","2014",3,25,4.89,4.93,4.95,2014-03-25,1900-03-25,"Arendal",NA
"10065","2014",3,26,4.97,4.97,4.97,2014-03-26,1900-03-26,"Arendal",NA
"10066","2014",3,27,4.83,4.87,4.86,2014-03-27,1900-03-27,"Arendal",NA
"10067","2014",3,28,4.83,4.87,4.87,2014-03-28,1900-03-28,"Arendal",NA
"10068","2014",3,29,4.87,4.93,4.91,2014-03-29,1900-03-29,"Arendal",NA
"10069","2014",3,30,4.82,5.02,5.01,2014-03-30,1900-03-30,"Arendal",NA
"10070","2014",3,31,4.86,5.09,5.06,2014-03-31,1900-03-31,"Arendal",NA
"10071","2014",4,1,4.68,5.04,5.05,2014-04-01,1900-04-01,"Arendal",NA
"10072","2014",4,2,4.88,5.11,5.04,2014-04-02,1900-04-02,"Arendal",NA
"10073","2014",4,3,5.03,5.16,5.15,2014-04-03,1900-04-03,"Arendal",NA
"10074","2014",4,4,5.2,5.03,5.11,2014-04-04,1900-04-04,"Arendal",NA
"10075","2014",4,5,5.09,5.14,5.14,2014-04-05,1900-04-05,"Arendal",NA
"10076","2014",4,6,5.22,5.15,5.14,2014-04-06,1900-04-06,"Arendal",NA
"10077","2014",4,7,5.45,5.41,5.38,2014-04-07,1900-04-07,"Arendal",NA
"10078","2014",4,8,5.91,5.8,5.66,2014-04-08,1900-04-08,"Arendal",NA
"10079","2014",4,9,5.84,5.82,5.76,2014-04-09,1900-04-09,"Arendal",NA
"10080","2014",4,10,5.64,5.8,5.79,2014-04-10,1900-04-10,"Arendal",NA
"10081","2014",4,11,5.95,5.82,5.75,2014-04-11,1900-04-11,"Arendal",NA
"10082","2014",4,12,5.64,5.59,5.52,2014-04-12,1900-04-12,"Arendal",NA
"10083","2014",4,13,5.66,5.67,5.66,2014-04-13,1900-04-13,"Arendal",NA
"10084","2014",4,14,5.81,5.71,5.68,2014-04-14,1900-04-14,"Arendal",NA
"10085","2014",4,15,5.8,5.75,5.74,2014-04-15,1900-04-15,"Arendal",NA
"10086","2014",4,16,5.79,5.81,5.84,2014-04-16,1900-04-16,"Arendal",NA
"10087","2014",4,17,5.88,5.84,5.82,2014-04-17,1900-04-17,"Arendal",NA
"10088","2014",4,18,6.09,6.12,6.11,2014-04-18,1900-04-18,"Arendal",NA
"10089","2014",4,19,6.27,6.19,6.16,2014-04-19,1900-04-19,"Arendal",NA
"10090","2014",4,20,6.32,6.47,6.4,2014-04-20,1900-04-20,"Arendal",NA
"10091","2014",4,21,6.69,6.69,6.59,2014-04-21,1900-04-21,"Arendal",NA
"10092","2014",4,22,6.78,6.8,6.79,2014-04-22,1900-04-22,"Arendal",NA
"10093","2014",4,23,6.95,6.98,6.98,2014-04-23,1900-04-23,"Arendal",NA
"10094","2014",4,24,7.1,7.12,7.12,2014-04-24,1900-04-24,"Arendal",NA
"10095","2014",4,25,7.28,7.31,7.31,2014-04-25,1900-04-25,"Arendal",NA
"10096","2014",4,26,7.45,7.34,7.37,2014-04-26,1900-04-26,"Arendal",NA
"10097","2014",4,27,7.39,7.46,7.45,2014-04-27,1900-04-27,"Arendal",NA
"10098","2014",4,28,7.53,7.57,7.55,2014-04-28,1900-04-28,"Arendal",NA
"10099","2014",4,29,7.71,7.77,7.6,2014-04-29,1900-04-29,"Arendal",NA
"10100","2014",4,30,8.38,8.36,8.2,2014-04-30,1900-04-30,"Arendal",NA
"10101","2014",5,1,8.26,8.3,8.29,2014-05-01,1900-05-01,"Arendal",NA
"10102","2014",5,2,8.18,8.26,8.24,2014-05-02,1900-05-02,"Arendal",NA
"10103","2014",5,3,8.37,8.31,8.26,2014-05-03,1900-05-03,"Arendal",NA
"10104","2014",5,4,8.29,8.28,8.27,2014-05-04,1900-05-04,"Arendal",NA
"10105","2014",5,5,8.23,8.2,8.15,2014-05-05,1900-05-05,"Arendal",NA
"10106","2014",5,6,8.44,8.31,8.23,2014-05-06,1900-05-06,"Arendal",NA
"10107","2014",5,7,8.59,8.51,8.4,2014-05-07,1900-05-07,"Arendal",NA
"10108","2014",5,8,8.54,8.54,8.54,2014-05-08,1900-05-08,"Arendal",NA
"10109","2014",5,9,8.66,8.55,8.5,2014-05-09,1900-05-09,"Arendal",NA
"10110","2014",5,10,8.8,8.78,8.7,2014-05-10,1900-05-10,"Arendal",NA
"10111","2014",5,11,8.92,8.93,8.92,2014-05-11,1900-05-11,"Arendal",NA
"10112","2014",5,12,9,8.99,8.96,2014-05-12,1900-05-12,"Arendal",NA
"10113","2014",5,13,9.26,9.09,9.11,2014-05-13,1900-05-13,"Arendal",NA
"10114","2014",5,14,9.26,9.26,9.26,2014-05-14,1900-05-14,"Arendal",NA
"10115","2014",5,15,9.37,9.42,9.41,2014-05-15,1900-05-15,"Arendal",NA
"10116","2014",5,16,9.68,9.56,9.35,2014-05-16,1900-05-16,"Arendal",NA
"10117","2014",5,17,9.16,8.84,8.56,2014-05-17,1900-05-17,"Arendal",NA
"10118","2014",5,18,10.17,9.3,8.43,2014-05-18,1900-05-18,"Arendal",NA
"10119","2014",5,19,10.16,10.02,9.75,2014-05-19,1900-05-19,"Arendal",NA
"10120","2014",5,20,10.16,10.21,9.92,2014-05-20,1900-05-20,"Arendal",NA
"10121","2014",5,21,10.53,10.8,10.42,2014-05-21,1900-05-21,"Arendal",NA
"10122","2014",5,22,12.02,11.93,11.52,2014-05-22,1900-05-22,"Arendal",NA
"10123","2014",5,23,12.63,12.56,12.09,2014-05-23,1900-05-23,"Arendal",NA
"10124","2014",5,24,12.84,12.8,12.32,2014-05-24,1900-05-24,"Arendal",NA
"10125","2014",5,25,12.67,12.72,12.24,2014-05-25,1900-05-25,"Arendal",NA
"10126","2014",5,26,11.75,10.73,9.79,2014-05-26,1900-05-26,"Arendal",NA
"10127","2014",5,27,11.69,11.65,11.61,2014-05-27,1900-05-27,"Arendal",NA
"10128","2014",5,28,12.48,12.46,12.4,2014-05-28,1900-05-28,"Arendal",NA
"10129","2014",5,29,12.39,12.23,12.17,2014-05-29,1900-05-29,"Arendal",NA
"10130","2014",5,30,12.69,12.54,12.51,2014-05-30,1900-05-30,"Arendal",NA
"10131","2014",5,31,12.97,12.95,12.9,2014-05-31,1900-05-31,"Arendal",NA
"10132","2014",6,1,13.12,13.14,13.15,2014-06-01,1900-06-01,"Arendal",NA
"10133","2014",6,2,13.44,13.41,13.22,2014-06-02,1900-06-02,"Arendal",NA
"10134","2014",6,3,14.66,14.55,14.27,2014-06-03,1900-06-03,"Arendal",NA
"10135","2014",6,4,15.04,15.03,14.89,2014-06-04,1900-06-04,"Arendal",NA
"10136","2014",6,5,15.11,15.14,15.11,2014-06-05,1900-06-05,"Arendal",NA
"10137","2014",6,6,14.96,15.23,15.15,2014-06-06,1900-06-06,"Arendal",NA
"10138","2014",6,7,14.98,14.97,14.73,2014-06-07,1900-06-07,"Arendal",NA
"10139","2014",6,8,14.23,14.1,13.6,2014-06-08,1900-06-08,"Arendal",NA
"10140","2014",6,9,13.81,13.33,12.78,2014-06-09,1900-06-09,"Arendal",NA
"10141","2014",6,10,15.05,14.48,13.92,2014-06-10,1900-06-10,"Arendal",NA
"10142","2014",6,11,15.03,15,14.49,2014-06-11,1900-06-11,"Arendal",NA
"10143","2014",6,12,13.97,12.62,11.91,2014-06-12,1900-06-12,"Arendal",NA
"10144","2014",6,13,12.91,12.6,12.35,2014-06-13,1900-06-13,"Arendal",NA
"10145","2014",6,14,15.04,14.99,14.82,2014-06-14,1900-06-14,"Arendal",NA
"10146","2014",6,15,15.53,15.37,14.93,2014-06-15,1900-06-15,"Arendal",NA
"10147","2014",6,16,15.58,15.54,15.37,2014-06-16,1900-06-16,"Arendal",NA
"10148","2014",6,17,15.56,15.78,15.82,2014-06-17,1900-06-17,"Arendal",NA
"10149","2014",6,18,16.07,15.88,15.88,2014-06-18,1900-06-18,"Arendal",NA
"10150","2014",6,19,16.15,15.97,15.67,2014-06-19,1900-06-19,"Arendal",NA
"10151","2014",6,20,15.91,15.9,15.83,2014-06-20,1900-06-20,"Arendal",NA
"10152","2014",6,21,15.82,15.72,15.64,2014-06-21,1900-06-21,"Arendal",NA
"10153","2014",6,22,16.29,15.95,15.76,2014-06-22,1900-06-22,"Arendal",NA
"10154","2014",6,23,15.85,15.92,15.86,2014-06-23,1900-06-23,"Arendal",NA
"10155","2014",6,24,15.88,15.9,15.9,2014-06-24,1900-06-24,"Arendal",NA
"10156","2014",6,25,15.94,16.06,15.96,2014-06-25,1900-06-25,"Arendal",NA
"10157","2014",6,26,15.11,14.86,13.76,2014-06-26,1900-06-26,"Arendal",NA
"10158","2014",6,27,12,11.09,10.05,2014-06-27,1900-06-27,"Arendal",NA
"10159","2014",6,28,13.8,13.72,13.42,2014-06-28,1900-06-28,"Arendal",NA
"10160","2014",6,29,15,15.01,14.99,2014-06-29,1900-06-29,"Arendal",NA
"10161","2014",6,30,15.18,15.26,15.22,2014-06-30,1900-06-30,"Arendal",NA
"10162","2014",7,1,15.39,15.39,15.37,2014-07-01,1900-07-01,"Arendal",NA
"10163","2014",7,2,15.71,15.65,15.67,2014-07-02,1900-07-02,"Arendal",NA
"10164","2014",7,3,15.14,15.02,14.47,2014-07-03,1900-07-03,"Arendal",NA
"10165","2014",7,4,14.82,13.36,12.29,2014-07-04,1900-07-04,"Arendal",NA
"10166","2014",7,5,15.01,14.49,14.06,2014-07-05,1900-07-05,"Arendal",NA
"10167","2014",7,6,15.42,15.29,15.04,2014-07-06,1900-07-06,"Arendal",NA
"10168","2014",7,7,15.93,15.84,15.79,2014-07-07,1900-07-07,"Arendal",NA
"10169","2014",7,8,16.4,16.28,16.22,2014-07-08,1900-07-08,"Arendal",NA
"10170","2014",7,9,17.06,17.04,16.96,2014-07-09,1900-07-09,"Arendal",NA
"10171","2014",7,10,17.3,17.21,17.11,2014-07-10,1900-07-10,"Arendal",NA
"10172","2014",7,11,17.81,17.62,17.56,2014-07-11,1900-07-11,"Arendal",NA
"10173","2014",7,12,18.03,18.07,17.99,2014-07-12,1900-07-12,"Arendal",NA
"10174","2014",7,13,18.19,18.2,18.18,2014-07-13,1900-07-13,"Arendal",NA
"10175","2014",7,14,18.66,18.4,18.35,2014-07-14,1900-07-14,"Arendal",NA
"10176","2014",7,15,18.15,18.1,17.82,2014-07-15,1900-07-15,"Arendal",NA
"10177","2014",7,16,17.37,16.48,15.65,2014-07-16,1900-07-16,"Arendal",NA
"10178","2014",7,17,15.14,14.65,14.48,2014-07-17,1900-07-17,"Arendal",NA
"10179","2014",7,18,15.72,15.33,15.03,2014-07-18,1900-07-18,"Arendal",NA
"10180","2014",7,19,17.27,17.35,17.11,2014-07-19,1900-07-19,"Arendal",NA
"10181","2014",7,20,18.75,18.65,18.38,2014-07-20,1900-07-20,"Arendal",NA
"10182","2014",7,21,19.1,18.9,18.87,2014-07-21,1900-07-21,"Arendal",NA
"10183","2014",7,22,19.27,18.99,19.09,2014-07-22,1900-07-22,"Arendal",NA
"10184","2014",7,23,19.99,19.87,19.7,2014-07-23,1900-07-23,"Arendal",NA
"10185","2014",7,24,20.4,20.14,19.87,2014-07-24,1900-07-24,"Arendal",NA
"10186","2014",7,25,20.82,20.57,20.58,2014-07-25,1900-07-25,"Arendal",NA
"10187","2014",7,26,21.22,21.14,21.03,2014-07-26,1900-07-26,"Arendal",NA
"10188","2014",7,27,21.32,21.33,21.33,2014-07-27,1900-07-27,"Arendal",NA
"10189","2014",7,28,21.35,21.4,21.17,2014-07-28,1900-07-28,"Arendal",NA
"10190","2014",7,29,20.55,19.99,19.24,2014-07-29,1900-07-29,"Arendal",NA
"10191","2014",7,30,18.74,17.75,17.09,2014-07-30,1900-07-30,"Arendal",NA
"10192","2014",7,31,15.91,14.88,14.31,2014-07-31,1900-07-31,"Arendal",NA
